,city_name,event,x_coord,y_coord
0,Kolozsvar,radar,23.605117571992587,46.777913902590704
1,Kolozsvar,radar,23.605117571992587,46.777913902590704
2,Kolozsvar,radar,23.605117571992587,46.777913902590704
3,Kolozsvar,radar,23.605117571992587,46.777913902590704
4,Kolozsvar,radar,23.605117571992587,46.777913902590704
5,Szekelyudvarhely,radar,25.29550618135891,46.30646155984847
6,Kolozsvar,radar,23.605117571992587,46.777913902590704
7,Farkaslaka,radar,23.22162232833909,45.35653593948987
